author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,tags,predicted_langs
king diaz 21,Easy to use,It’s easy to use and pay as you go so your bill will be easy to pay in long run. I wish other companies had this !,Easy to use,It’s easy to use and pay as you go so your bill will be easy to pay in long run. I wish other companies had this !,5.00,US,11.10,2023-06-10T01:39:07,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LDEC3ieOnEhh7QNcrhFUx9A,pricing,en
Arijuye,Spectrum,Los mejores🥳,Spectrum,Los mejores🥳,5.00,US,11.10,2023-06-09T22:34:20,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LfRMerIoEJxzeCBvtGzkdRg,,"es;la;oc;pt"
Fede vue,So,Hay muchas fallas en el sistema se caí el internet,So,Hay muchas fallas en el sistema se caí el internet,2.00,US,11.10,2023-06-09T18:51:03,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LrsknaqFbpxQTXJnmuZML9A,,"es;an;ca;gl;oc"
Hokie fan,Router,"I have purchased and tried 4 different routers in the past month. They worked for a little while, but then did not. Spoke with each of the router company’s customer support and never could get them to work consistently. I called Spectrum today and decided to try their router. I picked the equipment in their store, came home installed it, called Spectrum to connect it . . . Voila, it works perfectly and all my direct wired computers are screaming fast. That you Spectrum!",Router,"I have purchased and tried 4 different routers in the past month. They worked for a little while, but then did not. Spoke with each of the router company’s customer support and never could get them to work consistently. I called Spectrum today and decided to try their router. I picked the equipment in their store, came home installed it, called Spectrum to connect it . . . Voila, it works perfectly and all my direct wired computers are screaming fast. That you Spectrum!",5.00,US,11.10,2023-06-09T17:59:46,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Lg3sy-0v__iROJL9jq8E_FA,"pricing;gameplay;app_performance",en
Alice83,A shoddy app from a horrible ISP,"Spectrum, née TWC, is an awful company that actively spends the money we pay them to lobby for consumer and internet hostile policies. Their antipathy towards their customers is evident across this app. There is no working copy/paste or autofill for entering payment details (so you’ll need to hand type all your credit card information) and the lack of Apple Pay and other payment options shows how little they care. The “Spectrum WiFi” profile installation process is broken as well (tested on both iPhone and iPad). The only things working fully seem to be the self service support features (which reduces Spectrum’s phone support costs). In summary, this app is focused on saving Spectrum’s time/money, not yours.",A shoddy app from a horrible ISP,"Spectrum, née TWC, is an awful company that actively spends the money we pay them to lobby for consumer and internet hostile policies. Their antipathy towards their customers is evident across this app. There is no working copy/paste or autofill for entering payment details (so you’ll need to hand type all your credit card information) and the lack of Apple Pay and other payment options shows how little they care. The “Spectrum WiFi” profile installation process is broken as well (tested on both iPhone and iPad). The only things working fully seem to be the self service support features (which reduces Spectrum’s phone support costs). In summary, this app is focused on saving Spectrum’s time/money, not yours.",2.00,US,11.10,2023-06-09T16:56:42,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LadvirvJIe6o07ZcqXspTfQ,"pricing;app_performance",en
Rrhorner,New App,I really like that everything is there for me to see easy to understand and took the stress of adding a new card to make payments,New App,I really like that everything is there for me to see easy to understand and took the stress of adding a new card to make payments,5.00,US,11.10,2023-06-09T12:54:19,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LPdPa5IZTQcoIX0MLHxZzPw,"pricing;gameplay",en
the airship dude,Crash!,"Would be great if the app actually worked! Crashes constantly! Haven’t gotten anywhere with it!
Update: So far I’ve downloaded it 3 times and deleted it twice and it makes no difference. Once you’ve gone through the initial setup on the app, then it crashes.",Crash!,"Would be great if the app actually worked! Crashes constantly! Haven’t gotten anywhere with it!
Update: So far I’ve downloaded it 3 times and deleted it twice and it makes no difference. Once you’ve gone through the initial setup on the app, then it crashes.",1.00,US,11.10,2023-06-09T03:14:26,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LIUzFnnZHtxPQLUXrOxtrUw,app_performance,en
bzy777,Terrible company,I have had nothing but terrible experiences with spectrum. First off they cut the wire at my house so now I would have to have someone come out to do an install. Also they racially profiled me by sending me an offer for internet and streaming for Indian networks. I’m not Indian why would even want that? I recommend everyone to avoid them.,Terrible company,I have had nothing but terrible experiences with spectrum. First off they cut the wire at my house so now I would have to have someone come out to do an install. Also they racially profiled me by sending me an offer for internet and streaming for Indian networks. I’m not Indian why would even want that? I recommend everyone to avoid them.,1.00,US,11.10,2023-06-08T23:26:27,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Lz3m8zLi_3DSnXkZ9lKU4hg,"pricing;app_performance",en
lincoln teams,Spectrum,Thanks for the help,Spectrum,Thanks for the help,5.00,US,11.10,2023-06-08T23:04:27,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LAzU0xIqdp9oRCx1TZRM_OQ,"pricing;gameplay","en;la;da;mr"
Artizti6,Gone out,"I have had Spectrum for 2 months and in that time it has been down at least 2 to 3 times.
I have received texts that it was down though.",Gone out,"I have had Spectrum for 2 months and in that time it has been down at least 2 to 3 times.
I have received texts that it was down though.",1.00,US,11.10,2023-06-08T22:40:28,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LykSmKVnpnUqikHN6yOEZuQ,"gameplay;app_performance",en
Donttry123,Scam and outages,They scammed me and had too many outages,Scam and outages,They scammed me and had too many outages,1.00,US,11.10,2023-06-08T20:31:58,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L3FPg-FGElxA-t7Eq6xCVoA,"pricing;app_performance",en
wammsy,"Great App, unreliable Service","Their app is sleek and is great! However living in the Dallas-Fort Worth Area ought to have better service.
This reliability of Spectrums internet service is not conducive to working from home or hybrid work. 
Monthly subscriptions should be prorated and the bill should be proportional to the amount of internet uptime. If the bill is $60 for a month with thirty days and I have a total downtime of 24 hours of internet downtime then the bill should only be $58.
Despite great customer service, I will be subscribing to another more reliable provider when we move.","Great App, unreliable Service","Their app is sleek and is great! However living in the Dallas-Fort Worth Area ought to have better service.
This reliability of Spectrums internet service is not conducive to working from home or hybrid work. 
Monthly subscriptions should be prorated and the bill should be proportional to the amount of internet uptime. If the bill is $60 for a month with thirty days and I have a total downtime of 24 hours of internet downtime then the bill should only be $58.
Despite great customer service, I will be subscribing to another more reliable provider when we move.",1.00,US,11.10,2023-06-08T18:54:48,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LTHdLCOqBA3En9LUe8AEHkA,"pricing;app_performance",en
Y325,App not working in all devices.,"The app on all my devices, including phone and televisions has stopped working. I cannot watch anything or even open my account. I had to website to due my monthly payment.",App not working in all devices.,"The app on all my devices, including phone and televisions has stopped working. I cannot watch anything or even open my account. I had to website to due my monthly payment.",1.00,US,11.10,2023-06-08T17:53:19,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LnNwF__054pzMAfpf1o8zaw,"pricing;app_performance",en
ay no ay no,Muy bueno,Muy bueno exelente,Muy bueno,Muy bueno exelente,5.00,US,11.10,2023-06-08T11:33:02,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L9_p8FhxxJkkB1VmV9Rzc8Q,,"es;gl;an;la;ca"
biglitdeezy,Simpletastic,Good service easy to use good price,Simpletastic,Good service easy to use good price,5.00,US,11.10,2023-06-08T04:14:18,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LNc-HHPQbPzrHKhh7MwcSxg,"pricing;gameplay","en;es;la"
MyaCunn13,Over Charge and Blame Customer for Mistakes,They will overcharge you and not give you a refund,Over Charge and Blame Customer for Mistakes,They will overcharge you and not give you a refund,1.00,US,11.10,2023-06-07T23:25:33,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LxWBLOk9XI1ccEznkL5y-OA,pricing,en
cruella101,App,"Much better, much easier",App,"Much better, much easier",5.00,US,11.10,2023-06-07T21:23:15,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Lo8PsOkseP7O14EKw-9Jzjg,"pricing;gameplay","de;en;no;lb;sv"
lakersdx,Spectrum,I like the app because it’s easy to pay your bill on this app.,Spectrum,I like the app because it’s easy to pay your bill on this app.,5.00,US,11.10,2023-06-07T19:56:51,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L_vklvkwIpXOJjYKnZz4PJg,pricing,en
Kay1992!,Amazing,It’s works for me it’s a good company and very helpful easy to use,Amazing,It’s works for me it’s a good company and very helpful easy to use,5.00,US,11.10,2023-06-07T19:44:14,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LVLvxkVUSm0q7ZcYPsjCAUw,gameplay,en
lexxy said it,Rate on spectrum,Best Ever!,Rate on spectrum,Best Ever!,5.00,US,11.10,2023-06-07T19:10:36,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Li_WnV5w5kFhaqSM13r1jOg,,"en;la;nl;ro;eo"
JEDD300,Works never had a bug,"I just have internet works perfect to manage payment methods, router and Wi-Fi access would recommend to download",Works never had a bug,"I just have internet works perfect to manage payment methods, router and Wi-Fi access would recommend to download",5.00,US,11.10,2023-06-07T15:23:18,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LrDzQGE8zv1fk2hDaeHL80Q,app_performance,en
kay_z28,App doesn’t load.,"The app essentially never works for me. Whether I’m on cellular data or the Spectrum wifi. Even when I have it completely up to date, my app never loads. I have deleted it and redownloaded as well.",App doesn’t load.,"The app essentially never works for me. Whether I’m on cellular data or the Spectrum wifi. Even when I have it completely up to date, my app never loads. I have deleted it and redownloaded as well.",2.00,US,11.10,2023-06-07T15:15:19,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L-4mCqNaX5PcTsyJ_cisttg,"gameplay;app_performance",en
IceBerG1976,Great service.,I have been recommending Spectrum to all that will listen. Great service for years.,Great service.,I have been recommending Spectrum to all that will listen. Great service for years.,5.00,US,11.10,2023-06-07T02:12:44,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LEIpKMc38L7IsGfPDKYahqg,"pricing;gameplay",en
Huney bunny babie,Easy and reliable,User-friendly. Haven’t had a problem with the app or service yet. Highly recommended.,Easy and reliable,User-friendly. Haven’t had a problem with the app or service yet. Highly recommended.,5.00,US,11.10,2023-06-07T01:04:42,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LRk0OCqy92fVLnW2_nEeBgA,"gameplay;app_performance",en
Gracefuleducator,Easy to use,"I love the new spectrum app.  It is quick, easy to use, and very user friendly",Easy to use,"I love the new spectrum app.  It is quick, easy to use, and very user friendly",5.00,US,11.10,2023-06-06T21:49:38,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LoU9oKXFTfiebXB6jxOc4nQ,"gameplay;app_performance",en
Ali Jeanne,Excellent Service today,I was wanting to set the spectrum app up on my phone and was given fast and courteous service!,Excellent Service today,I was wanting to set the spectrum app up on my phone and was given fast and courteous service!,5.00,US,11.10,2023-06-06T17:59:15,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LRl5gFlXGfRNS63SgezqeFQ,"pricing;app_performance",en
Paynich,Connection,Sometimes have to go outside to connect,Connection,Sometimes have to go outside to connect,4.00,US,11.10,2023-06-06T15:54:45,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LgBAitUkyqN-fEo4Wy6KoVg,app_performance,"en;fr"
Grace RodBal.,Disappointed,"I’ve requested a paper bill. Automated messages ask for my security code. I need my statement. If I can’t get a printed statement with my security code, I will cancel services. Why is so difficult to get a paper bill???????",Disappointed,"I’ve requested a paper bill. Automated messages ask for my security code. I need my statement. If I can’t get a printed statement with my security code, I will cancel services. Why is so difficult to get a paper bill???????",1.00,US,11.10,2023-06-06T02:10:06,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LyQ6IaywLqW57VL4qhL8YUA,"pricing;gameplay","en;fr"
1stladystep,Great service,Thank you for the service,Great service,Thank you for the service,5.00,US,11.10,2023-06-06T00:19:57,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LlRWTZGy9AXqLPLUFbIBgSg,gameplay,en
JenniferRazo1,10/10,Love spectrum best you could ever have! Excellent service definitely recommended,10/10,Love spectrum best you could ever have! Excellent service definitely recommended,5.00,US,11.10,2023-06-05T23:52:19,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L_vKyG87udtlhgL07l3078Q,"pricing;gameplay",en
Kevinobz,Review,"We were debating on moving our internet services to ATT due to the constant outages. However, you guys continue to provide excellence with your customer support, technicians and your locked in prices. That’s not something I believe ATT can offer. Anytime we have ever had an issue Spectrum has responded quickly.",Review,"We were debating on moving our internet services to ATT due to the constant outages. However, you guys continue to provide excellence with your customer support, technicians and your locked in prices. That’s not something I believe ATT can offer. Anytime we have ever had an issue Spectrum has responded quickly.",5.00,US,11.10,2023-06-05T21:27:01,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LaHCHpFzs-J6hs_qyZGHI9g,"pricing;gameplay;app_performance",en
