,id,dev response date,dev response,review date,userName,review,rating,isEdited,review title
113,,,,2023-07-16 21:00:56,Karenm366,Will update review at later date as we haven’t had Spec for very long! We can say that everyone we have spoken to so far is much more helpful than Comcast ever was & they all speak English as a first language that’s a PLUS right from the start!!!! There are things we don’t like but are giving them a chance.  Good job Spectrum so far!,4,False,New customer
114,,,,2023-07-11 17:07:06,Old wood Jeff,"I have been using DISH for tv access and show recording.  Their system is easier to use and allows for more recording and viewing options.  I’m not on their hopper system but one from maybe 20 years ago.  Recording, viewing and deleting is still easier and smoother than my spectrum system.",4,False,Video recording
115,36791656.0,2023-05-29T10:34:12Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-05-27 18:06:06,Crashie_Steve,"Last time I was able to use it successfully was in March. It closes/crashes when the app tries to go into my account information; I guess the sign in. I say that because it can load if I just installed it(not signed in yet). Once I sign in, it crashes",5,False,Stopped Working
116,,,,2023-06-26 02:08:40,JD5662,"As long as I can pay through my checking account that would make it better. Would not put on automatic payment because I get paid at different times. This time I didn’t know I was past due. Usually I’m good at paying my bills on time.
Thanks",5,False,Payments
117,,,,2023-05-03 04:51:32,Jakob Roby,Living in BKs on MCAS Cherry Point. Boingo wasn't doing it for me/always cut out. I drove the 20 minutes to the store in Morehead to get the components necessary. The app did practically all the work for me and the company has been seemingly understanding about my first payment being a couple days late. would give 6 stars if I could.,5,False,Love it.
118,,,,2023-03-04 09:31:35,spisheyspock,"I’ve lived many places coast to coast and Spectrum has been unequivocally better than the rest! Adjustable payments based on income, reliable connection, and the big one for me; EXCELLENT CALL SERVICE. I can only speak for myself but I’ve never had a complaint for this service.",5,False,"I don’t write reviews, but this is my first!"
119,,,,2023-02-23 15:55:07,HappyValleyPainters,"What a great company for the current times of the lackluster services most companies provide. While spectrum doesn’t hit the mark every single time however, they do the best to be able to give the best service and  offer the most current technology for all of us.",5,False,Spectrum
120,,,,2023-06-10 02:38:56,🔰123,"Spectrum 
Extended thanks for always providing us amazing reliable service & support @ realistic rates. Thank Goodness for your consideration of others making sure everyone has the ability to access their lives and world events equally. Thanks again Spectrum for the unparalleled service",5,False,"Mindful Consideration, Vision"
121,,,,2023-02-01 02:03:48,pmtondemand,"I replaced my TV cable box this afternoon, and after it failed to connect to Wi-Fi medication called spectrum customer service who I’m glad to say solve the problem and upgraded the system over the telephone, so thank you. Customer service in spectrum Brands.
Sincerely,   A happy spectrumAffiliate",5,False,Customer service
122,36621728.0,2023-05-19T15:46:26Z,"We apologize for the poor experience and would like to look into this issue further. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can collect some additional information from you and about your experience. ^RJR",2023-05-18 10:59:38,arj81,"I had to use spectrum as a provider because that’s  the provider for the location of the home, however I’m not a fan it’s over priced and I only have the internet then when I tried to utilize my discount it was a total run around. The App is handy but the representatives on the chat are rude and when I call in the representatives are rude. Where are your diverse workers in Jacksonville NC? So glad my family and I are not making this location our permanent home.",2,False,Spectrum
123,35314514.0,2023-03-10T12:05:56Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-03-09 07:46:54,JoeyGIFs,"I just made the leap and added a cell phone and home phone to my Spectrum service and so far I’m very pleased. I also got an IPhone 12 to boot. Not the latest IPhone but a brand new one and I love it. Great coverage. Very happy with the new service, no more coverage loss. So far so good. 

Joe Damm
Ohio.",5,False,"Spectrum Internet, home phone and cellular package"
124,34481062.0,2023-01-25T15:22:05Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-01-24 12:21:38,Sinnfully.Sweet,I actually really enjoy this soo it helps me maintain my account and allows me to make payments quick and easy. Definitely recommend if you are a busy body like me and forget to check the mail or pay the bill from time to time 🫠,5,False,Real customer
125,,,,2023-07-24 17:43:22,bonqueetea,"It’s straight forward and tells you when service is down. They also inform you of some deals. When I started using this I had $100 internet, but they downed my bill to be $64.  Only to be more affordable. They offered it to me.",5,False,The app is convenient
126,,,,2023-05-15 18:00:21,Baker 2,"I did not know that I could use this to pay my bills with. It helps so much, because I am on a fixed income, and I receive disability through the widow Social Security. I will continue to use this for my spectrum bill. Thanks spectrum for being understanding. Thank you, Shirley Baker.",5,False,My prepaid card
127,,,,2023-04-17 10:57:59,AustingarynetCEO,My spectrum agent Myla in Stockbridge Location off of Hudson bridge is the definition of customer service. She handled my experience with such knowledge and pleasant experience getting set up with the company I am so excited with everything regarding Spectrum you hire the right people who care about the consumer thanks Spectrum,5,False,My Spectrum experience
128,35012971.0,2023-02-22T11:46:25Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-02-21 07:24:43,Thetruthtrater,"Every time I’ve had an issue that I couldn’t resolve myself the staff that works for spectrum are always so understanding. Funny, they don’t make me feel awkward or uncomfortable for asking 101 questions. I literally feel like I’m talking to one of my friends while trying to solve my Issue,",5,False,The best
129,,,,2023-02-04 05:11:58,dommiebieberxo,"I use the app religiously when paying my bill and I love it. It makes things a lot easier, it’s quick, and definitely saves me time. Trying to get a rep on the phone isn’t hard but who wants to have to call when they have this great app 😁👍",5,False,Beneficial app!
130,34234584.0,2023-01-11T23:16:24Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app  -DT",2023-01-10 19:56:05,Pallwall713,The app description says that you can manage devices on your network but you cannot suspend access to individual devices without changing the password not convenient for families with children. I’ve previously had xfinity and att and was able to monitor and suspend individual devices with them but only spectrum is available at my current residence hopefully that changes soon because until then I’m stuck with this poor service,1,False,Can’t manage devices on network
131,,,,2023-04-27 20:58:06,Kkimmy5133,For the past few months our cable service including internet and phone has been terrible now o can’t even connect with the app. All it says is try again. The tv says good as far as reception but when I go to open that app on tv it ask for all my info again and then it says sorry try again later. Come on. Please don’t send me a comment that says I’m sorry your having an issue,2,False,Loved app until I didn’t
132,35575356.0,2023-03-24T19:16:08Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app 
",2023-03-23 16:11:50,unsatified customer richard,Trying to use their app to add a phone line or website doesn’t work AT ALL always error at the end. Spent an two hours trying to add a phone line I write my card information and then when I try to process it there’s an error.. like do you not want money? Lol embarrassing! Do better! Big company acting like a small one… I paid two phone bills already and going for the third.. 3 payments spectrum missed out on getting.. imagine how much they lose in a year! So bad!,1,False,Horrible website and app
133,,,,2023-07-21 12:58:14,AL Frazier,"Enjoying the app but not so much the service my internet/ Wi-Fi goes out every time rain comes, I’m paying $300 month more than my light bill and I’m not using phone service that customer service won’t take off my bill",5,False,I need bill adjustment
134,37956890.0,2023-07-28T11:33:23Z,We're sorry to hear that you're having issues with your service and we would like to help. Please contact us on Facebook (http://facebook.com/spectrum) Twitter (https://twitter.com/Ask_Spectrum) or visit our customer community page (https://community.spectrum.net) so that we can help provide you with a solution. ^RJR,2023-07-27 08:22:19,amazonhateee,"Why does when some else wifi go out it causes mine to have a outage . Nothing ever is wrong with my Wi-Fi ! And when it rains it always goes out . I swear I don’t dish , so I’m understanding why my Wi-Fi is going out every time the weather changes ! My Wi-Fi router is inside not outside . I don’t know who we need to get to upgrade and make this happen but it needs to happen ! I’m pretty sure me and 6  billion other people on the planet are tired of these interruptions ! We don’t pay our bills for this ! Thank u",1,False,Very frustrated!
135,34342803.0,2023-01-17T20:31:57Z,We're thrilled the app is meeting your expectations. Thanks so much for the excellent rating and for being a Spectrum customer! ^,2023-01-16 17:01:04,Lorraine2828,"The last person who I spoke with in customer service was very helpful and made sure I understood all my plan options. Also, I’ve been with spectrum for a few years and using the app has always been a breeze.",5,False,Customer service
136,,,,2023-05-20 13:17:40,AurynGabrielle,"Why is it every time it is time to update the app, it takes several days for it to update? I clicked update on my app two days ago, and it not even started the update. It just has the circling icon like it is waiting or initiating. Then this morning I checked to see if it had finished and it was back to needing to be updated again. Everything else I have to update, updates fast and quick the day I click it. Spectrum app is the only one I have issue with.",1,False,App updating.
137,,,,2023-07-07 02:31:32,Scottyjsales,So far awesome service fast internet no outages wifi router not the best had to buy another one but it is a big house so it was expected would be nice if they sent a tech to install it though Incase you have trouble hooking it up guess I could have asked also lol,5,False,Spectrum
138,,,,2023-04-01 23:46:00,Greco Kreyol,"The spectrum team always comes through with a very professional demeanor, patience, knowledgeable, and they offer real-world solutions to assist the customer. I have been a spectrum customer for over decade, and they always come through in a positive way. Thank you.",5,False,Spectrum team is very Strong
139,,,,2023-05-17 15:23:47,Notta Finger,"When it works, it is awesome. Internet constantly lags behind other services due to lack of bandwidth infrastructure and throttling by spectrum during peak times of the day. We pay for internet services that we do not receive continuously and can tell when our services are throttled down by spectrum in order to “spread the wealth” during the afternoon and evening hours on our dime. It’s not right. Also, for some reason we have service outages in our area regularly.",1,False,When it works it’s awesome.
140,,,,2023-05-03 14:16:19,Rocky~,I’ve been a member for years and recently (the past couple weeks) my internet service has been terrible. It bottoms out constantly and this is right after my monthly cost was increased. I called and had a technician come out only to be told they can’t address the issue because they don’t know where it is and that I should “bear with them” that they don’t know when the issue will be resolved. So I’m currently having to pay for a service I’m not receiving.,1,False,Bad service.
141,35202684.0,2023-03-04T19:21:10Z,"We are sorry to hear we didn’t meet your expectations and apologize for any poor experience. If you need direct support, want to ask a question or provide additional feedback, please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net).
",2023-03-03 15:04:44,80881,Spectrum mobile offers a special of free service for a year if you purchase a phone. DO NOT WASTE YOUR TIME. They sold me the wrong phone. It took months to get that straightened out. I finally got it and they continue to charge me for the service. During this ordeal I have spoken to at least 20 service reps. I lost count to be honest. It’s been 3 months now and once again I was charged. On top of it the service is awful. I currently have 1 bar. I am exhausted trying to resolve this.,1,False,Horrible Customer Service
142,,,,2023-06-03 22:48:08,The Young’s,Nathan was great.  As soon as I told him my new devices were not listed on my online account he knew exactly what to do.  He had me give him some numbers off the back of both of them and was able to update my account.  Excellent service!,5,False,New modem and router
143,,,,2023-06-01 14:37:14,Detroit rocks!!,This is the fastest payment center ever thank you so much this help me out big time I don’t have to worry about getting up and dressed and walk out my front door to make a drive and I can do this from my phone smart move thank you !,5,False,My experience
144,36910919.0,2023-06-04T14:52:32Z,"For direct support, please visit https://community.spectrum.net/discussions ^JF   (271 char remain)",2023-06-02 21:53:31,Book&MusicLover14,"Tried calling customer support about a billing issue with my account. The person on the phone said they couldn’t help me and I had to go through the website/app. The app won’t load my billing and the website states that they have my credit card information and will bill it in a few days, but I keep getting calls and texts stating my bill is past due. Do better spectrum, do better.",1,False,App doesn’t work and don’t even try calling customer support.
145,34260206.0,2023-01-13T04:18:29Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. ^DC,2023-01-11 19:18:08,Cole.Planinz,"This a great service provider with great plans and quality Smart Phone products that are new which’s great because without having to say it, it works with colleges, companies, financial institutions, while continuing to expel past bad experiences for every reason possibly ever thought.
-Sincerely, Cole Planinz.",5,False,Spectrum Review
146,36372378.0,2023-05-07T13:38:06Z,"For direct support, please visit https://community.spectrum.net/discussions ^JF   ",2023-05-05 07:27:58,nchlsrbrts,"First of all having to install an app to get a modem and router installed is absolutely ridiculous. It's incredibly difficult to change your router name and password. On our phone in the app it says to navigate to the ""Services"" tab and then ""Your Spectrum Network"", which isn't there!! So there's no way to edit local network? Why in the world did you guys make it so complicated and annoying? Service is expensive and slow, and the company is also a monopoly, go figure.",1,False,Horrible
147,,,,2023-04-23 22:36:13,Demascus49,"Had to down load it twice and remove it as it would not open for me. 3rd time it opened by tapping (close) at the bottom of the screen first. 

I had to contact customer service to get their assistance. They were very patient with me. After I downloaded it the third time it worked.",4,False,Spectrum app
148,,,,2023-04-18 03:35:00,Matthew Hagelberger,"This app has not worked in around 2 months.  I had to figure out why my internet stopped working in the middle of the day, and it’s because my auto-pay suddenly (after working for a year) didn’t come out. I guess the app not working somehow coincided with my bill not getting paid.  Logged in on my computer to pay 2 month’s worth of bills and got my internet up and going, but still no app…",1,False,App hasn’t worked in almost 2 months.  My autopay didn’t come out.
149,34155471.0,2023-01-08T20:24:52Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-01-06 23:40:38,Jill2614,This is by far one of the better apps I’ve ever had to deal with for paying bills. It even gives you an option to save a screenshot after you’ve paid and it saves it to your photos. Very convenient.,5,False,So fast and easy
150,,,,2023-06-21 15:25:01,Bear Bear 2,Couldn’t ask for better service once the human gets involved . Computer makes getting and fixing some things done easy but when I need a human it’s a little difficult. Overall I’m happy 😀,5,False,Easy app and a Great company.
151,,,,2023-06-22 19:43:26,Stixxmann,"Useful to pay Spectrum, but not really useful to the user. I can’t access my router and there are no controls for it. I can’t get anything other than data usage per line for the phones. 

I know they have way more information visible on their end, but we don’t get any of that…",4,False,Useful for basics
152,35330219.0,2023-03-11T19:25:42Z,"Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you.
",2023-03-10 15:50:01,Rosaaaahh,"Great app, easy to use. Really simple. You’re able to do everything in the app in just a few seconds, including restarting my wifi router, changing the wifi passwords, and paying my bill. Excellent.",5,False,"Simple, user friendly"
153,,,,2023-07-02 10:29:32,Chocolate855,"I’ve had spectrum for  about a year and a half, my fiancé works from home so we have the fast speed that’s available. We’ve had zero issues. Price is a little high but prices are high every where.",5,False,Internet service
154,,,,2023-04-28 07:32:57,Matthew Wishon,"Literally what the title says. Unlike AT&T where they like to overcomplicate things too much and expect you to pay a fortune, Spectrum makes things simple and easy to learn on top of an affordable price.
The app doesn’t cost you anything don’t worry.",5,False,At&t but simplified.
155,34804040.0,2023-02-11T00:31:17Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app 
",2023-06-25 14:21:58,Buttercane,"This company is rotten all the way up to its intensely corporate top layers. Forcing you to buy sub par internet and throttling you at every step of the way. 

If you do end up paying for their services, where many places like apartments force you to do, you will still get 2-3 calls a day from spam spectrum shilling other useless products.

The app on top of this steaming pile of **** hardly ever works, double charges your cards, and is perhaps the most unintuitive user experience ever designed.

They seem to be hyper greedy at the expense over you and everyone else they serve. Don’t expect good internet, service, or ease of use.

Do your best to get another internet provider like Starlink or AT&T. Anything is better than the conniving internet provider known as Spectrum.",1,True,"Horrible company, immorale business"
156,,,,2023-05-07 05:26:44,Slamateer,"Management of your account is spot on, except for trying to upgrade services. I want to upgrade my internet package but the only thing offered through the app are bundled package upgrades. I just want to select a faster internet package without dealing with a phone call and long periods on hold.",4,False,Almost great
157,36394388.0,2023-05-08T13:24:29Z,"We're sorry that you're having issues with your internet service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-05-06 22:35:52,HolyFuckImCumming,"I’m being sarcastic. I have been alive for 25 years, I’ve used the internet for about 16 years, and I can honestly say that this is the worst internet service I have ever experienced. Constantly having to wait for things to load, sometimes they don’t even load at all. My tv and gaming console can rarely run a streaming service and I have the highest internet speed option. Seriously wish there was a better internet provider in my area.",1,False,Best internet service in the world
158,,,,2023-04-25 23:54:55,dmtrain,"Being in remote places where there’s no visible towers during work or vacationing I’ve found that my spectrum service has been unmatched by never failing to connect when I need it most ., thank you spectrum for Excellence to your customers.",5,False,Just Excellence !!
159,35440488.0,2023-03-17T10:35:34Z,"We're sorry that you're having issues with your internet service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-03-16 01:09:50,Rose Tyman,The internet goes out often and doesn’t have a good signal at times it needs fixed I’m not the only customer in Coolville with this problem,5,False,The internet goes out alot and doesn’t have a good signal from time to time
160,34647635.0,2023-02-03T01:02:38Z,"Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you.
",2023-02-01 13:36:36,gixxerjake23,Overall good app easy to use. Room to grow area is would like to be able to have a second account added to just one log in and tied in with my primary account. Have a second home and have to use 2 different acccount log in to see and pay bills.,4,False,Overall good app
161,32382213.0,2022-10-04T11:34:06Z,"We're sorry to hear about this issue and would love to see how we can help. Please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app to find answers to common issues or you can post additional feedback or ask a question so we can help you resolve the issue. ^PB
",2023-01-10 07:48:12,Elantrian,"Most people likely use this app to help trouble shoot internet issues. (In addition to paying their bills) Forcing them to update the app every time you make a minor change, without giving them an option to put it off until, you know, their internet works...is a bad move. Cable companies aren't known for their customer service, but this one won't even cost you money to fix :)",1,True,Don't force updates - users might not have internet
162,34130999.0,2023-01-06T12:20:45Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-01-05 01:31:13,tonymaccio,"I have tried everything for the last week to get on the ap to pay my bill. It just shows a loading circle. I even shut my phone completely off and back on, deleted and reinstalled the ap and still have the same issue. I tried calling in for help but was on hold forever. Payed my bill via the phone system. Bothersome to say the least.",2,False,My Spectrum Ap stuck in permanent limbo.
163,,,,2023-06-28 20:05:53,dclatk,I have to give big kiddos to Spectrum The salesman and installer was top notch Very knowledgeable about everything. Nice guys I am so excited I’ll be saving so much money. My service so far has not had any problems. The help desk when I called we’re very helpful.,5,False,Spectrum Experience
164,,,,2023-06-21 13:32:28,Mkdd9003,"We have amazing service, but being the only provider in town it amazes me they make us pay $85 a month when I started at $50. We’ve honestly talked about shutting down service as this costs as much as our water bill monthly which is extremely ridiculous.",4,False,Ssrvice
165,35591732.0,2023-03-26T20:02:07Z,Thanks for your feedback! We’re always working to provide the best in-app experience and will forward your suggestion. ^DC,2023-03-25 13:50:33,BoomerVonBlack,"App is overall useful, but a bit of a headache. When my internet cuts out and I use to app to check it it seems to bug a lot. I have to refresh and go back. Eventually I can actually see it. The support chat is kind of annoying to get to and keep up with. Overall useful, just some things aren’t optimal",3,False,Pretty good. Could use some tweaks
166,35003950.0,2023-02-22T04:13:41Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app  ",2023-02-20 19:40:42,Tili Salszer,"I do not understand why Spectrum is very negligent when it comes to maintain, service, etc the móvil app. Spectrum is a media Company , how come the system does not work properly, it is a mess. I have a business acc and also a residential acc and Always my payments are mixed up, eventhough I make sure to give as much separate info for each acc As I can - and ALWAYS the payments are switched.",3,False,App is outdated
167,34589776.0,2023-01-31T11:43:40Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-01-29 22:49:26,means_of_egrets,"Really wish that you would be able to actually modify your network name and preferences. All of the hardware and informational videos / support pages on the spectrum website say “to change WiFi name, download the app:” and then the app gives your directions to things that no longer exist / must have been edited out with the latest update. There is no network setting in the app. I’ve been lead in circles for about an hour now.",1,False,Barely Functional App
168,,,,2023-07-13 17:10:44,HellHound68,"I have had an amazing experience with their service, they may have a long wait Time in store but with what you get from them it’s worth the long wait and having uninterrupted service always",5,False,Great service
169,,,,2023-05-31 22:23:05,biterlily,"This new website is really nice plus very easy to use!   Love all the pics too!
I just wish all of my accounts would have this ease of making a payment 
Also the screenshot of the  made payment is a nice add on!  Thank you!!",5,False,Nice surprise!
170,,,,2023-05-11 03:41:44,MalidQuin,They are very efficient and super fast to assist a customer . I didn’t know his . Today under my name . They assisted me very well please give them a credit  or some recognition cause he doesn’t want to take my  gratitude money for giving me a good service.,5,False,Spectrum
171,,,,2023-03-29 10:19:37,SUPERJERKER,Super fast speeds In my area ! I also purchased mobile and saved over 120$ a month for a better service . Overall best internet and mobile I have had in a very long time .,5,False,I can download any game on my console in under 20min
172,34173316.0,2023-01-09T11:34:03Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-01-07 23:41:09,kiki🥴,"I love spectrum , not only did they make it super easy to pay the bills the app is awesoem I can watch my show on breaks at work and I get amazing internet service with my kids having so many t.v.s and game systems this is the only service that works for us . Thank you spectrum",5,False,Tina Davis
173,34324319.0,2023-01-17T04:17:39Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app  ",2023-01-15 20:47:53,daileighnovemeber,Besides the few months frontier could not even give us the service they made us pay for & then claimed no one was in the area to service us - this has been the WORST SERVICE I have ever had. Just switched phones over 🤣🤣 as soon as our phones are paid off or we have start up money im going back to cricket. At this point ill go w out a phone! Ill function on a govt phone! Had this internet 5+ years and the past 3 have been the WORST! Plus our phones! So fed up!,1,False,WORST SERVICE
174,35738083.0,2023-04-03T10:25:24Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-04-01 18:57:05,Meromobile,"Highly skilled technicians! It seems like Spectrum leadership team is focused on improving customer service for long term retention and continuous growth by adding new customers!
Customer centric business can only thrive and grow in this very competitive digital world.",5,False,Improved customer service!
175,35067696.0,2023-02-25T11:20:42Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-02-23 23:57:49,xored,"I love the spectrum app, got the iPhone 14 and had to sign into all of my apps again, spectrum is the only app I CANNOT sign into. Everytime it tells me “get started” I sign in via the website (where it takes me) expecting it to sign me into the app, then it makes me sign in again and just goes to my account in the web browser instead.",3,False,Can’t sign in!!
176,34251608.0,2023-01-12T15:24:46Z,We're sorry to hear about this issue and would love to see how we can help. Please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app to find answers to common issues or you can post additional feedback or ask a question so we can help you resolve the issue. ^JF,2023-01-11 04:13:25,also disturbed in ohio,"I downloaded app to install new equipment and I can’t even log in or create and account to log in. The app is horrible. On sign in page, no matter what I tap on nothing happens. I have logged out and back in and nothing helps.  SO MUCH FOR EASY INSTALL process as your letter stated. This is disturbing. And DON’T respond by telling me to respond on Facebook or Twitter or and other format. I don’t use those social media formats. 

Need an answer tomorrow  (Wednesday). 

So disappointed.",1,False,Serious problems with you app
177,,,,2023-07-06 01:15:34,CustomTShirtKings🤴🏻,Love Spectrum! Especially the real customer service that actually helps with every issue and goes over and beyond to help you understand and also fix issues immediately! Give them all a raise!!😎😀,5,False,Awesome Internet
178,,,,2023-06-02 14:08:18,kelly drury,I’ve been about two days on updating this app on my phone. And it still hasn’t updated yet. The others updated within seconds. Don’t know what going on. Too slow on updating.,5,False,On updated app.
179,,,,2023-06-01 09:42:17,Blove hill jack,"I’m a new customer, so far I’m very pleased with my service. Once I got a handle on my payment due dates I have no complaints and I would recommend this service to everybody. Good job Spectrum, I have a feeling like I’ll be a customer forever.",5,False,Way to go guys!!!
180,,,,2023-05-27 05:02:54,Manager's Lab PH DBA,"Dear Spectrum’s Teammates,

     It has been a good journey working with you.  I look forward to more opportunities and more challenges in working with you.  I know there are going to be many ups and downs.  But in my years of academic and professional experience we will be positive in coordinations cooperations collaborations and with many more wisdom founded in the Bible and other clean wisdom.   We and Spectrum will continue to advocate and support those concepts and practices-applications. Many Good Fortunes to all of you.

Sincerely yours,

Rudolph and Avis Mateo",5,False,"New 1 Gig customer May 26, 2023 Friday 6:46 pm Hawaiian Time Zone."
181,34868203.0,2023-02-14T19:32:08Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-02-13 12:16:10,ReeseAsbury,I was able to chat w customer service because I was having trouble with installing. They had someone come out to my house that same day and helped me set everything up free of charge. He was very thorough.,5,False,10/10
182,,,,2023-07-20 23:57:40,uomoefalacce,I love it I love it I love it I love it yeah you know I love it all I know I love it there you know now that I know that you know that I love it I love it and you know that I love it thank you very much oh my god this is a great experience in my life. This app is changing everything in ways that I never expected.,5,False,Love
183,34889794.0,2023-02-15T16:59:46Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-02-14 04:57:11,San Diego search,This app is everything you’d want it to be. It even told me when my tech was coming and even tracked him coming to my place to activate my cables FOR FREE. Btw Oliver is a gem. He was wonderful. He even stayed until it was 100% for sure that it was all a go.,5,False,Super helpful app
184,34778092.0,2023-02-09T16:20:35Z,"We're sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^STS
",2023-02-08 09:24:17,SuperTaku,"So the app was working fine and for the last month it has not been working! I’ve uninstalled the app and reinstalled it! Restarted my phone and nothing! I keep getting and “UNABLE TO COMPLETE SERVICE REQUEST” and “ We’re sorry something didn’t work quite right, Please try again” I’ve been trying for since last month! What’s the purpose of the app if you’re going to address all issues on the website instead?",1,False,Started off well
185,,,,2023-05-17 01:17:59,My review nickname 12455,"Great service.  Enjoyable experience and would recommend..  Tech who installed and set up was outstanding and big thanks to him.  He absolutely did a great job, and a big thanks for his help.  Definitely an asset and giving an awesome image for spectrum.",5,False,Install setup
186,35186141.0,2023-03-03T12:32:42Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-03-02 08:17:37,EzCKat,I am so happy with the service always keep me updated if there is any problems and if there is which is almost never they are on top of getting it taken care of.,5,False,My Service
187,36597379.0,2023-05-18T13:31:49Z,"We're sorry the app isn't performing as expected. You can find answers to common issues at https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app, or you can sign in and ask a question or provide feedback.  We'd love to use your feedback to improve your experience. ^JF",2023-05-16 22:49:10,Review13202,"I have been unable to access my account via the app since the last update.  It is interesting that my bill just went up the last two billing cycles but since I cannot view my account, and am not getting email  or text notifications, I have no idea why.   Calling the call center is a disaster but I guess that is my only remaining option.  If I could give a half star I would!",1,False,Stopped working after last update
