,id,dev response date,dev response,review date,userName,rating,isEdited,review title,review
73,,,,2023-07-25 00:26:19,saraaaaabuii,5,False,Review,"Everybody has more than accommodated me, and has been very welcoming and helpful. Any questions I’ve had they have helped me with an been very professional. I am very grateful. Thank you."
74,,,,2023-07-12 16:44:34,CjcEich,1,False,Can’t Even Sign In on IPad,"Not sure what’s up with me signing in on my iPad. I can’t even get the curser to show up in the login box. This is on the app and when trying to login by using website. Must be some great update you thought would be necessary. That’s always what somebody thinks will be good, but NOT!!!!! I guess if the bill doesn’t get paid I’ll just find another better internet service!!!!!"
75,37184324.0,2023-06-18T12:54:56Z,"Sorry to hear that the app isn't working, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-06-17 02:24:45,Annooooyedcustomer,1,False,Almost never works,"This app only works 20% of the time I try to use it on my phone. Downloaded on a separate device still won’t let me log in. Schedules for devices don’t work properly, then when your device is suppose to be online it’s offline and you can’t even turn it back online because it doesn’t let you log in. Beyond frustrating."
76,,,,2023-07-27 15:19:58,Wyld Billy,5,False,The Best,"This app is the best, it saves me a trip to go anywhere to make payment. This app also let me know information that I need. I like this app to to the convenience it provides."
77,37969528.0,2023-07-29T10:27:59Z,"We're sorry that you're having issues with your internet service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-07-27 19:19:17,lostinthsause,2,False,Switch Wi-Fi's,"This wifi goes down every month for like 5 hours, last time they went down for a whole day and a half  still want $55 for the OK connection 

The app is alright and help out but a wifi like this just isn't anywhere to the standards, every high reviews have to be bots or people forced to leave them"
78,,,,2023-07-25 10:45:12,Riahqueen,5,False,Easy and Simple,I like how the app is easy and simple to get your bill paid.  Also easy to navigate and to know if your internet has an outage.
79,,,,2023-07-12 15:05:03,ChristinaLaCroixxx,5,False,I love my spectrum app,Being able to pay with just a few clicks is the best!!!!! Having the app always available to see my bill or just see the day it’s due is awesome! 5star app!!!!!
80,,,,2023-07-18 19:04:35,unicornyoutuber,2,False,Installation Charge,"We were told installation charge would be waived when we initially switched from service with ATT for over 25 yrs due to service decline and excessive outages. However despite numerous calls the charge was not removed. Not only that we are charged a late charge for not paying amount in question. Not getting off to a very good start. Sincerely, Mitch & Sheri Cudd"
81,,,,2023-06-24 22:19:12,DisgruntledSpectrumUser,1,False,Constantly going out.,"We’ve had spectrum for over a year now because it’s the only one our building offered. They constantly have blackouts and offer little to no support for resolving the issue other than simply waiting hours. If you have Verizon Fios available, please do yourself a favor and pay a little extra for the convenience of having uninterrupted Wi-Fi."
82,,,,2023-06-23 04:44:52,Witch dragon trainer,5,False,Easy fast,The app is very easy to use. Makes payments much easier than sending a check in the mail. Absolutely love the app.
83,,,,2023-07-12 15:12:12,Nyk Lee,2,False,Just asking for the basics to work,"Can’t pay bill if app is consistently not working and says try again every day… 
Upgraded internet and still get slow buffering… 
Just want a service that works… 
Please have developers fix app… 
Should not have to buy pods just to get internet to work smoothly…"
84,,,,2023-06-07 15:23:18,JEDD300,5,False,Works never had a bug,"I just have internet works perfect to manage payment methods, router and Wi-Fi access would recommend to download"
85,,,,2023-06-14 00:56:30,Angery American Vet,1,False,App ordering system is down? For 3 months?,"This app is terrible as I have tried ordering Wi-Fi pods 3 times each time a different month. This big service provider can’t even get a simple ordering system correct for an app, and this is just one of many things this company falls short on.  The customer service is terrible, service is spotty and yes I pay the top tier for internet service."
86,,,,2023-06-07 01:04:42,Huney bunny babie,5,False,Easy and reliable,User-friendly. Haven’t had a problem with the app or service yet. Highly recommended.
87,,,,2023-06-15 18:37:26,CandieKissesbycandace,5,False,User friendly,Love how easy it is to use and make payments without having to call or leave my home
88,,,,2023-06-09 12:54:19,Rrhorner,5,False,New App,I really like that everything is there for me to see easy to understand and took the stress of adding a new card to make payments
89,,,,2023-07-04 01:00:56,Glasses On,5,False,The easiest and most convenient app,"It often happens that apps won’t allow you to do everything you need, but Spectrum is the exception.  Love it!"
90,37836507.0,2023-07-22T14:27:28Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-07-21 05:53:10,L wifi company,1,False,Don’t get spectrum for your wifi trust me,As of this moment I have to type this while having no wifi because spectrum for like the 2nd time in the span of 1 month the wifi went out. Spectrum is completely not reliable please find a better wifi provider because spectrum is horrible save your money or spend it on a more reliable wifi service TRUST ME
91,37043331.0,2023-06-10T16:03:19Z,"Sorry to hear that the app won't open, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-06-11 00:19:13,Paulsr55,5,True,Wont work,"Stop working after last update
 Got it to work after  hard restart of phone"
92,,,,2023-07-04 17:55:01,Martinsixstring,5,False,Best Deal around,I Love Spectrum. I got internet and TV for under 120 dollars. Plus I got my phone service FREE for 1 year. You got to be nuts to pass up a deal like that. And I’m not nuts. I don’t think. Thank you Spectrum.
93,37122807.0,2023-06-14T16:01:01Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-13 12:56:36,Me and the monkeys,1,False,Worst app ever,This app never works!  It constantly can’t log me in to pay my bill!  I already tried logging in 16x today because spectrum has already started early this morning with their harassing constant calls! Maybe if the app worked I could log in and pay!  Maybe instead of investing in spam calls you could fix your app!
94,,,,2023-07-27 21:34:14,Single lotus,5,False,Denise & Brittany,These two women did a great job with customer service and helped me resolve everything. Both women had lots of patience and were ready to help. Thanks
95,,,,2023-07-21 20:46:02,Mrs.Kiddx3,5,False,Download If You Use Spectrum,"Easy to navigate, tons of options, easy access to pay the bill"
96,,,,2023-07-11 15:27:07,TC@UNC,3,False,Poor internet consistency,When I first became a Spectrum customer the internet worked great. After a couple of months it’s been hit or miss. I’ve experienced regular periods of outages and extremely slow response times. Starting to regret switching to Spectrum.
97,,,,2023-07-23 15:47:07,Court103116,5,False,Spectrum,It’s getting better. Don’t let other people’s reviews make an impact on yours. They work with you an help when they can
98,,,,2023-06-25 18:43:15,Cloud9💋,5,False,Payment easy,Easy to pay your cable bill on your phone
99,,,,2023-07-11 15:50:04,cathycolecc,5,False,Customer service,I like Spectrum until I need help! The stupid auto help goes round and round! How do you speak to a real person????????? So frustrating
100,,,,2023-06-11 14:42:39,123rdb,1,False,Thirsty,These fools are thirsty and I don’t want their service anymore. I should’ve probably went with another Internet service provider but I’m not sure bout that because these ol money hungry clowns like when TWC was around it didn’t go no where Spectrum is the camouflage. They need to do something different like: GET LOST!!! I hope a class action lawsuit will be filed against them.
101,,,,2023-06-21 19:54:17,MamaTrombone,5,False,Easy to use,I can easily pay my bill and restart my equipment from the app. It works as it should.
102,,,,2023-07-24 22:22:15,CarefulWorkout,4,False,Easy Support,"The app is helpful and easy to use. Initially, I had an issue with my modem and the app walked me through some quick and easy troubleshooting. Seems to be working great now. Thank you, Spectrum."
103,,,,2023-06-26 20:47:30,TipShantell,1,False,Worse app ever,Stupid app applied my mobile spectrum bill to my internet and tv side. After I had previously clicked on it multiple times and taken screenshots of the payment for mobile then while on customers the app still switching to my internet and tv side even when I selected mobile fix this stupid glitch
104,,,,2023-06-06 17:59:15,Ali Jeanne,5,False,Excellent Service today,I was wanting to set the spectrum app up on my phone and was given fast and courteous service!
105,,,,2023-06-29 03:43:56,KTap37,2,False,Who’s controlling this App???,I can’t find any of my devices on the app. Then they mysteriously show up all disconnected. Then disappear again. All of my devices were disconnected from wifi and my router and modem are showing connected. I gave this app 2 stars because at least I can see my statements.
106,,,,2023-06-15 03:40:03,DuhGlizzy3000,1,False,Leaders in being slow,"probably one of the number one internet providers in the states.. they will still take 10 hours to restore your service, the internet is good i really enjoy mine however whenever it goes down y’all take ages to get it back up kinda pathetic seems like y’all just have a bunch of guys with rocks for brains."
107,,,,2023-07-14 01:53:53,S.L.2000,5,False,Love this!!,"This is so much easier much better go straight to the app , not going to the website and the trama . thank you so much."
108,,,,2023-06-24 13:39:52,Dsrtgranny,5,False,Spectrum Billll,Paying Spectrum online is fast and easy. Better than mailing in payment or standing in line at the counter to pay.
109,,,,2023-06-13 19:31:46,Jr mcloven,5,False,Grea,"It’s fast and takes the pain away of paying bills, other then the cost"
110,,,,2023-06-15 10:55:02,Shellbacknh,4,False,Multiple accounts?,"Sure would be great if we could view multiple accounts in the app. Other than that limitations, pretty useful app."
111,,,,2023-06-05 14:48:39,weenielover98,5,False,Easy to use!,Very easy and accessible to use! Love that you can name devices and see when a new device connects.
112,,,,2023-07-19 23:44:25,spaceeequeen,5,False,Easy access,Love this app so easy n u can see everything I’ve done on your account and get help w anything !
113,,,,2023-06-29 14:18:57,Norma Q,4,False,First Use,"Very easy to set up and make my first payment using this app.

I would give this app a five star, but the first time I went to use it the system was down."
114,,,,2023-06-22 05:58:36,Limikeen,1,False,Bad update,"Unable to check what devices are connected on the app after I updated.  

Also, spoke with “Tot” before to try to transfer my service. They added whole bunch of services and attempted to charge me WITHOUT my consent. They are literally robbing people…not even exaggerating. Literally want to give them negative stars as it shouldn’t be tolerated."
115,,,,2023-06-08 23:26:27,bzy777,1,False,Terrible company,I have had nothing but terrible experiences with spectrum. First off they cut the wire at my house so now I would have to have someone come out to do an install. Also they racially profiled me by sending me an offer for internet and streaming for Indian networks. I’m not Indian why would even want that? I recommend everyone to avoid them.
116,,,,2023-06-02 16:46:19,When4gotton,5,False,Great everything!,"I am so happy with Spectrum the phone the wifi and television.
I wish I got it sooner, best customer service as well."
117,,,,2023-07-29 14:05:14,Miss E Phillips,5,False,Awesome experience,I have had the best experience with Spectrum! Hands down from ordering with Rob to my technician James everything has been top notched!
118,,,,2023-06-26 10:04:09,loveetara1234568,5,False,Awesome,Love the app ! especially because you can make automatic payments when your account is due
119,,,,2023-06-19 16:07:32,vovgam,1,False,"Excessive battery usage, during the night even in low power mode","Turn off that background refresh to save your battery. This app drained my battery overnight,  from 45% to 15%. According to the battery stats, My Spectrum app had 98% background activity compared to all my other apps throughout the night."
120,,,,2023-07-17 18:05:22,Alex98541,5,False,APP,"It Has All is tools but could be more upgraded for self upgrades & easier to maneuver!

Just saying."
121,,,,2023-06-27 16:19:51,Vestith,5,False,Great internet speed & price,Spectrum internet is great & covers over 4 T.Vs within my home and multiple tablets!!!!! The price is amazing also!!!!!
122,,,,2023-06-03 17:13:59,WilliemaeDuncan,5,False,Spectrum internet,But internet I used out do the rest good customer service good quality connection
123,,,,2023-06-12 12:57:40,meke111,4,False,Spectrum App,"I love the convenience of making a payment, looking at our usage in our phones, get notifications for internet outages as well!!"
124,,,,2023-07-28 01:01:36,Angela JR.,5,False,Easy Peasy,"The app makes it so easy to pay your bill, check equipment etc. I am very happy to have it!"
125,,,,2023-07-13 17:22:47,mazhar1,5,False,Great company,There are many internet/cell fon companies but truly never get a very good experience like spectrum…such a great service i m enjoying
126,,,,2023-07-13 15:27:01,Paul1Paul2Paul3,5,False,Easy to navigate,Very easy to make payments and keep up with upcoming payments as well.
127,,,,2023-07-06 22:13:33,Soccerwhitec6,5,False,Very helpful lady who help me navigate my account to change password.,I can’t remember the lady’s name but she was very helpful. Thank you…!
128,37553375.0,2023-07-08T19:19:25Z,"Sorry to hear that the app won't open, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-07-07 15:55:29,LAM47803,2,False,Stopped working,"This used to be a great app, but it quit working. I have deleted it and reinstalled it twice, and have restarted my device twice. It still won’t work. The chat bot disappeared while trying to solve my problem. Too bad. This was a great app . . ."
129,,,,2023-06-14 21:35:43,squishyfloof,5,False,EASY TO USE,"I’m not the most technologically advanced human being, but this app is so easy to use even a Neanderthal could use it 💀"
130,,,,2023-06-18 15:30:35,199444444444,3,False,Spectrum Internet,"Too many outages! When the outages happen , it takes 24 hours to get internet back on. Hardly get notifications on app and txt messages when there is an outage! -.-"
131,,,,2023-06-10 09:36:56,Five Star Fan!!,5,False,Internet,Switched from Xfinity and it has worked out well so far 👍🏻.
132,,,,2023-07-04 15:35:56,libreexpression🌾,5,False,Sooo easy my 7 year old can pay my bill on it,Sooo easy my 7 year old can pay my bill on it
133,,,,2023-06-16 04:16:08,eolson817,5,False,Amazing can’t believe it’s so quick to change my IP address!,You are amazing keep up the good work!
134,,,,2023-07-02 17:52:12,Junk345.ln,1,False,Unreliable,"This service has been completely unreliable since day one. Every few weeks my internet goes out. Recently, I've been out of service for 3 days. No one at Spectrum can tell me when my service will come back. I rely heavily on this service because I work from home. Do not get spectrum"
135,,,,2023-06-21 21:45:53,Arrokidd,1,False,"App is fine, API is terrible!","Why is it that it can’t figure out whether or not my modem or router is connected when I see that the ethernet port light up? How come I can’t log in or reset my password because the API is down?

Whats the point in having a polished app, if the API prevents it from functioning half the time. I wish Spectrum wasn’t a telecom monopoly. 👎🏼👎🏼👎🏼"
136,,,,2023-06-24 16:29:01,Valsie123,5,False,Awesome,We had Devon install our wifi today he was great and the internet is fast!
137,,,,2023-07-10 16:32:23,jerdenson,3,False,Service,A lot of outages in this area I don’t know what is the problem every night between 12-3 I resive message of outage in my area even if is not raining so I hope this can be fixed soon
138,,,,2023-06-15 05:17:23,b😍❤️,5,False,Payment,It was easy and convenient
139,,,,2023-07-20 15:42:21,Boss 1015,5,False,Pleased,"Excellent service, Easy to navigate thru mobile app. Satisfied customer. Thank you"
140,,,,2023-07-08 18:49:01,Alex947627,5,False,Quick,Fastest way to pay the bill.
141,,,,2023-07-03 18:49:15,cowboysfan69812,5,False,So far so good,Only been using it for a few minutes but so far so guess
142,37550910.0,2023-07-08T12:16:29Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-07 01:39:35,Fiddlestix36,1,False,Forced to use app,"I was sent a new modem to replace my old one. The instructions required this app to be downloaded. I was able to install the new modem with the app, but it stopped functioning after that. When I open the app, the screen is white. One time it opened but everything was frozen. Deleted."
143,37006391.0,2023-06-08T14:16:52Z,"Sorry to hear that the app won't open, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-06-09 03:14:26,the airship dude,1,True,Crash!,"Would be great if the app actually worked! Crashes constantly! Haven’t gotten anywhere with it!

Update: So far I’ve downloaded it 3 times and deleted it twice and it makes no difference. Once you’ve gone through the initial setup on the app, then it crashes."
144,,,,2023-06-06 21:49:38,Gracefuleducator,5,False,Easy to use,"I love the new spectrum app.  It is quick, easy to use, and very user friendly"
145,,,,2023-06-22 19:21:08,Alex fultz,3,False,Slow internet,Been having trouble with internet connection for a long time now. Internet is super slow trying to get it resolved.
146,,,,2023-07-10 14:13:18,Disciple Wayne L.,5,False,Easy Payment,Straight forward and simple payment method.
147,,,,2023-06-23 15:48:43,Ar7ie,5,False,convenient,This app is very useful and convenient tool for bill payments
148,,,,2023-06-10 04:30:59,Smarttass,1,False,Spectrum needs a upgrade,I don’t know anyone who hasn’t had a problem with Spectrum. Why can’t I see my internet service on the app?? I see my mobile service!! I’m paperless too. I know I cancelled my tv lineup but I found out I’m being charged again!! The app is just as bad as live customer service.
149,,,,2023-07-03 16:58:18,Gail Timm,5,False,Internet,"This is so easy. I don’t wanna have to fight traffic. I don’t have to find a place to park. Thank you Spectrum this is great thank you Gail Timm bye bye-bye
Bye"
150,37718330.0,2023-07-17T10:24:57Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-15 23:01:35,Dustin Diaz,1,False,Billing doesn’t work,"I had one use for this app, and it was to view my billing. The app has 5 tabs. The home tab is pointless marketing. The second is Billing, which is blank. The third is upgrade (don’t need that). The fourth is services - OK. And the fifth tab is support, despite having a chat icon on all tabs."
151,,,,2023-07-09 19:57:28,Littlest thing ever,5,False,Love it,This is the most convenient way to pay your bill. I absolutely love it.
152,,,,2023-07-30 17:09:41,Buffalowings702,1,False,Horrible company!,"I am a long time Spectrum customer who switched from DirecTV when their bills became outrageous. Spectrum is now worse, if that’s even possible! There is NO competition and these companies have no interest in keeping long time customers happy. They only care about new ones."
153,37999060.0,2023-07-31T10:26:13Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-29 18:16:23,Marrouken,2,False,My Spectrum App,"The Billing tab remains blank, signed in to my account, even after deleting & reinstalling the app. The Chat With Us bubble works but the rest remains completely blank in the Billing tab. I have to go to the url website to make my payments."
154,,,,2023-06-30 19:54:36,BestPalForever,5,False,Spectrum Review,"The the of programs and movies to watch is impressive. When I need service, it is handled in timely fashion and done well!"
155,,,,2023-06-21 01:14:51,AP81🙂,5,False,🙂,Love using the app its way better then going in the store and waiting in line
156,,,,2023-06-20 18:35:01,GetLeafyProducts,5,False,Thank you,Best internet options ever. Perfect for my business as well
157,37165459.0,2023-06-16T16:03:55Z,"The app is available on several different devices and updates are necessary to ensure that the app is current with constantly changing technology as well as to deploy bug fixes that may only impact select devices.  If you need direct support, please visit https://community.spectrum.net/discussions where you can post a question or feedback ^JF",2023-06-15 10:55:07,The Browns of NH,1,False,Requiring minor updates?,"So if there are minor updates needed I can’t pay my bill via app?  The update can’t fit on my phone right now until I upgrade it. Shouldn’t be a requirement to use app to make a payment, in fact I believe there are laws around that."
158,,,,2023-06-05 23:52:19,JenniferRazo1,5,False,10/10,Love spectrum best you could ever have! Excellent service definitely recommended
159,,,,2023-06-28 02:50:40,Viclynndaw,3,False,Can upgrade all u want but can’t downgrade,U can upgrade easily on the app but spectrum makes it difficult to discontinue any of your services from the app and by phone.
160,,,,2023-06-04 21:48:40,Mel Guzerta,4,False,Great app,"Love that I can pay my account, control my kids devices and check status of WiFi."
161,,,,2023-07-26 04:45:14,bruh_eastcoastman,5,False,Makes Payments SO Easy,The easieat way to make your internet payments great app overall!!
162,,,,2023-06-26 21:27:58,The Dinkleberg,4,False,Wi-Fi is slow.,I definitely don’t have the connection speeds I’m supposed to have. That’s pretty much it though.
163,,,,2023-06-16 14:42:20,Randomly player,2,False,I can’t do all the things,My app does not look like the pictures. I cannot do all the things that this app says I can. My app is up to date and I have uninstalled and reinstalled. No help. It doesn’t even recognize my router. Boo
164,,,,2023-07-08 15:38:55,Sw Shunyo,5,False,Nice awesome,The app has a nice dashboard that provides self service access to all functions. Love the idea of restarting the modem.
165,37874927.0,2023-07-24T19:51:31Z,"Thanks for taking the time to share your experience with us. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-07-23 17:03:41,mrglovebox,2,False,Disappointed,"i have had different providers and by far spectrum is the worst each day there is a new problem continually buffering no connection freezing power outages, this is the worst."
166,37184315.0,2023-06-18T12:53:52Z,"Sorry to hear that the app isn't working, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-07-17 19:01:59,ineed30charatarstowritethis,1,True,Issue with app,3rd time in a row trying to pay my bill and it's still not working at all. I do a lot of out of town work and this WAS supposed to make things easier. Not sure of the problem but if not fixed soon I'll be dropping charter.
167,,,,2023-06-21 14:20:48,.failure62,1,False,Too many updates,"Every single time go to use this or pay, have to endure an update?! Seriously? What benefit is this to customer? What purpose does it serve? Except wasting time and inconvenience, enough! If you want folks to use your app, make it Simple, easy, useful ! Make it make sense!"
168,,,,2023-07-31 20:57:19,kphgyvchc,5,False,Had a issue here 30 mins later,The best
169,,,,2023-07-21 03:27:37,Yusufali74,5,False,The easiest,Easy and quick
170,,,,2023-06-07 19:56:51,lakersdx,5,False,Spectrum,I like the app because it’s easy to pay your bill on this app.
171,,,,2023-06-29 20:25:12,teetee68,4,False,So far so good,I’ve only used app a bit but so far it’s easy to navigate & has information I’m looking for.
172,,,,2023-06-16 23:27:05,Bsonko74,4,False,Helpful,"A wonderful app, I have total control of my internet modem and the convenience of paying my monthly bills."
173,,,,2023-06-07 02:12:44,IceBerG1976,5,False,Great service.,I have been recommending Spectrum to all that will listen. Great service for years.
174,,,,2023-06-07 15:15:19,kay_z28,2,False,App doesn’t load.,"The app essentially never works for me. Whether I’m on cellular data or the Spectrum wifi. Even when I have it completely up to date, my app never loads. I have deleted it and redownloaded as well."
175,,,,2023-07-10 16:11:45,cejravp,4,False,Spectrum,It’s. A good service once in. Awhile problem with the connection when appliance is far how ever overall very good
176,,,,2023-07-22 23:43:32,Nehekoharipa,1,False,App won’t respond.,"I downloaded the app, signed in successfully, and got the page telling me all of the things I can do. The “close” button doesn’t work, however, so I cannot get past the opening page, and the app is pretty much useless to me."
177,,,,2023-07-07 17:23:38,caridad f garcia,5,False,Spectrum Internet,Enjoying everything
178,,,,2023-07-08 11:47:40,Bernard.Chad,4,False,Service Review,Customer support and service technician have been excellent. I am very pleased with the support and cooperation have been excellent. I am very pleased.
179,,,,2023-07-07 17:10:40,Guy&Girl who played game,5,False,"Wow, so easy","Just be patient and relax because this app is super easy to use so. Thank you Spectrum, keep it up!"
180,,,,2023-07-15 11:45:08,Mt Gilead Bible Reader,5,False,Functionality,I’m so pleased with the ease of use and simplicity of the Spectrum app. It is very helpful and appreciated.
181,37746472.0,2023-07-18T11:45:03Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-17 05:37:05,The best battery app ever,1,False,App Won’t go past first screen,For some reason the app doesn’t go past the first screen. It just says “unable to complete service request”. I’ve tried everything including deleting and redownloading the app. Please fix this issue
182,37534662.0,2023-07-07T10:27:58Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-05 23:28:14,gfd869595,3,False,App is easy to se but doesnt allow me to create pause schedule,"App is super easy to navigate ,but doesn’t allow me to create a pause schedule for my devices"
183,,,,2023-06-24 20:01:30,2Much#trbl#,5,False,Service Tech & Pmt,"Great at both the tech time to serve abnormal issues and the payment processing is great, no confusion or unnecessary steps."
184,,,,2023-06-06 00:19:57,1stladystep,5,False,Great service,Thank you for the service
185,,,,2023-07-14 18:00:21,luiji007900,5,False,Ez,It’s quick and easy wile it’s working. And that’s like 95% of the time so it’s pretty useful to have.
186,,,,2023-06-24 08:35:53,messyfushsticksonsteriods,5,False,Review,Amazing job you guys thank you for the hard work you do!!!
187,,,,2023-06-16 12:13:26,fifijude,2,False,Why so many updates??,I only use this app to pay my monthly bill- why is it that every time I go to open the app it needs an update but there are no noticeable changes??
188,,,,2023-06-06 15:54:45,Paynich,4,False,Connection,Sometimes have to go outside to connect
189,,,,2023-07-21 19:38:19,BJ Patel,5,False,Very good experience so far.,Very easy to install and activate the service.
190,,,,2023-07-14 20:34:51,Marios construction,5,False,Wife service,Very reliable service
191,,,,2023-06-14 10:12:40,ayham G S,5,False,It is very accessible to use,It's a great app to use. It's very accessible and friendly.
192,37676279.0,2023-07-14T10:36:47Z,"We apologize for the poor experience and would like to look into this issue further. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can collect some additional information from you and about your experience. ^RJR",2023-07-13 01:40:19,Mosley Jimmy,1,False,Horrible experience,"Got my service shut off because employees were making exceptions on my account they shouldn’t have been, called to talk to a supervisor and they hung up on me. Y’all really need to take customer service more serious."
193,,,,2023-06-19 20:04:48,nanniebear69,4,False,Costly,It is costing too much. May make a change.  Also want to why my internet is so high.
194,,,,2023-07-31 09:05:43,cornell.gibson,5,False,For a big big,Come to our office to our
195,,,,2023-07-19 14:23:21,nickname work,5,False,Easy to use,Easy to use and navigate
196,,,,2023-06-17 17:27:33,Martyrdz72,5,False,Happy client,The app is friendly and easy to navigate
197,,,,2023-06-28 20:43:07,Drew4800,3,False,Spectrum,Constant phone calls back to back when bills due I get it’s due I’ll pay it when I’m off work
198,,,,2023-06-02 09:27:17,MelThePlumber,4,False,Content,I don’t have many problems.
199,,,,2023-07-29 21:00:48,Natural livity,5,False,Billing,Very good easy to find your statement and make payment.
200,,,,2023-07-07 12:56:55,Original Songbird,5,False,Cable and internet,Love the entire experience!
201,37676256.0,2023-07-14T10:35:36Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-13 05:03:57,Dreacula,3,False,Password Wi-Fi,Can’t log into the app please fix or update please. Can’t even go on the website to change my Wi-Fi password
202,37676348.0,2023-07-14T10:40:19Z,"We're sorry to hear about any issues with the Spectrum TV app. For direct assistance, please contact us by private message on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum). To ask a question or provide additional feedback, please visit https://community.spectrum.net/categories/troubleshooting-the-spectrum-tv-app ^RJR",2023-07-13 02:07:24,arp813,3,False,My choice channels,Where can if find the 25 channels i was allowed to choose i chose 5 when i signed on but cant find where to add my other 20
203,,,,2023-06-07 21:23:15,cruella101,5,False,App,"Much better, much easier"
204,,,,2023-06-08 17:53:19,Y325,1,False,App not working in all devices.,"The app on all my devices, including phone and televisions has stopped working. I cannot watch anything or even open my account. I had to website to due my monthly payment."
205,,,,2023-06-02 02:09:56,650 baby,5,False,Spectrum,"Once you get the app, it’s pretty easy hook up your bank. It’s all good."
206,,,,2023-07-27 05:32:57,soniaban,5,False,New APP rocks!!,Easier to use! Love the colors so bold. No more calling to make payments.  Try it!!!
207,,,,2023-07-15 05:38:42,Spacenut95,5,False,All the features,"You can manage Autopay, cancel scheduled payments, EVERYTHING!! Love this app."
208,37768750.0,2023-07-19T10:22:02Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-07-17 18:47:35,SusieQ*1050,3,False,Connection,"I keep getting No Signal in my bedroom. It’s a little 
aggravating at times,I can get into a movie or show and I loose connection"
209,,,,2023-06-30 06:59:20,ninja read,5,False,Thank you for awesome service,I love it im not gonna switch for nothing
210,,,,2023-06-15 13:41:55,Mimi Cou,3,False,Outages,We have had several outages mid day when I work from home and no credits on our bills
211,,,,2023-06-10 23:41:16,Loveladu4,5,False,Representative,Awesome Customer service she answered all my questions very polite & very informative. Thank you Ma”am
