author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs,tags
surfnyc,The app is OK,"When I got pinged to ask my opinion and rate it, my opinion dropped.",The app is OK,"When I got pinged to ask my opinion and rate it, my opinion dropped.",2.0,US,11.13.1,2023-07-19T16:29:12,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lqqm_QA4WkpKLtQQrhQJeJQ,en;af,
nickname work,Easy to use,Easy to use and navigate,Easy to use,Easy to use and navigate,5.0,US,11.13.1,2023-07-19T14:23:21,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LxHvz-GS1N6gvrC-EQF7GkA,en;af;nn;no;ceb,
Martha4415,My grandparents have never had internet since they bought their home in 1954,"I was out shopping and for some reason the Spectrum store really drew my attention. I stepped in, signed up and 15 minutes latter I had a same day appointment for a first time installation. I did this for my grandparents they  where never much of internet, iPads , computers, and sill have a S5 Iphones….
The spectrum technician Lee was on time. It took him by himself every bit of three hours to install cable from the electricity poll to the house. I felt so bad it was in the middle of June and the temperature was in the three digits. He never complained just smiled and assured my wide eyed grandparents the job would get done by 6pm.  He currently did complete the job on time. The then local channels only tv was transformed into a RUKO smart TV and Pluto Cinema.  
They are slowly progressing over to other applications. But the look on their faces was all made possible by the staff and of course Spectrum.  Thank you  for catching them up to the 21st century… or at least some of it. Thanks for reading !",My grandparents have never had internet since they bought their home in 1954,"I was out shopping and for some reason the Spectrum store really drew my attention. I stepped in, signed up and 15 minutes latter I had a same day appointment for a first time installation. I did this for my grandparents they  where never much of internet, iPads , computers, and sill have a S5 Iphones….
The spectrum technician Lee was on time. It took him by himself every bit of three hours to install cable from the electricity poll to the house. I felt so bad it was in the middle of June and the temperature was in the three digits. He never complained just smiled and assured my wide eyed grandparents the job would get done by 6pm.  He currently did complete the job on time. The then local channels only tv was transformed into a RUKO smart TV and Pluto Cinema.  
They are slowly progressing over to other applications. But the look on their faces was all made possible by the staff and of course Spectrum.  Thank you  for catching them up to the 21st century… or at least some of it. Thanks for reading !",4.0,US,11.13.1,2023-07-19T02:00:17,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LuXeVKjPy43q8AKQ-aVguyg,en,
gibiblack,Nice,5 stars,Nice,5 stars,5.0,US,11.13.1,2023-07-18T21:11:41,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LNyH-qRKAoY0zYM3qNlduew,hr;bs;sh;en;ro,
iPhonefan 1,Battery Hog,When turning on always detect location it drains the battery. The battery doesn’t last 8 hours from fully charged.,Battery Hog,When turning on always detect location it drains the battery. The battery doesn’t last 8 hours from fully charged.,1.0,US,11.13.1,2023-07-18T19:22:21,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LtHZTHLX8ZNPaRYkSj8dTrg,en,
unicornyoutuber,Installation Charge,"We were told installation charge would be waived when we initially switched from service with ATT for over 25 yrs due to service decline and excessive outages. However despite numerous calls the charge was not removed. Not only that we are charged a late charge for not paying amount in question. Not getting off to a very good start. Sincerely, Mitch & Sheri Cudd",Installation Charge,"We were told installation charge would be waived when we initially switched from service with ATT for over 25 yrs due to service decline and excessive outages. However despite numerous calls the charge was not removed. Not only that we are charged a late charge for not paying amount in question. Not getting off to a very good start. Sincerely, Mitch & Sheri Cudd",2.0,US,11.13.1,2023-07-18T19:04:35,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L9MSfOZPlnUNC34ynDhgfjQ,en,
Josefin569,Rapidez,Excelente servicio,Rapidez,Excelente servicio,5.0,US,11.13.1,2023-07-18T17:34:30,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LfQ23n0bPp0gSanreJFwwYQ,es;gl;pt;ro;ca,
Bkbagsby,Service,"The service of spectrum just not up to par 
Might have made a mistake by switching",Service,"The service of spectrum just not up to par 
Might have made a mistake by switching",3.0,US,11.13,2023-07-18T15:26:05,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L0fS3MuQpx-TbE0cxLSItsA,en,
JDB from maine,Lying corrupt company,Lie to me once and you’re out. Setup Spectrum after we discussed in EXACT detail the arrangement I wanted to accommodate my second home being there sometimes and away other times. Chose lying corrupt Spectrum because they happily deceived me into signing up only to later tell me the temporary service suspensions didn’t work the way I was lied to. Again nothing was unclear at all - I made sure to give specific details and they deliberately lied to me. I am done for life and will leave this review in a few places. Such short sighted corrupt jerks. You should be thoroughly ashamed. Disgusting. You never think about the long term consequences or lifetime value of a customer before lying to them like this? All calls are recorded for quality control. Can all calls be sent to the FTC so they can evaluate your dishonesty?,Lying corrupt company,Lie to me once and you’re out. Setup Spectrum after we discussed in EXACT detail the arrangement I wanted to accommodate my second home being there sometimes and away other times. Chose lying corrupt Spectrum because they happily deceived me into signing up only to later tell me the temporary service suspensions didn’t work the way I was lied to. Again nothing was unclear at all - I made sure to give specific details and they deliberately lied to me. I am done for life and will leave this review in a few places. Such short sighted corrupt jerks. You should be thoroughly ashamed. Disgusting. You never think about the long term consequences or lifetime value of a customer before lying to them like this? All calls are recorded for quality control. Can all calls be sent to the FTC so they can evaluate your dishonesty?,1.0,US,11.13,2023-07-18T02:30:42,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LiRM8j1fqGErQAsn78dnwsw,en,pricing;gameplay
JohnEJeep,Bad service,"If you’re contemplating using Spectrum, don’t. If you’re here because you just signed up with Spectrum, get out while you can! Almost daily service outages that last multiple hours, day or night. Once you’re past that initial sign-up promo price, the cost is $85 a month for download speeds of 150-170Mbps. (They advertise triple that) No adjustments on your bill for all the outages or for not delivering the speeds they advertise.
A class action lawsuit (sorry - I mean yet another class action lawsuit) against Spectrum wouldn’t surprise me at all.",Bad service,"If you’re contemplating using Spectrum, don’t. If you’re here because you just signed up with Spectrum, get out while you can! Almost daily service outages that last multiple hours, day or night. Once you’re past that initial sign-up promo price, the cost is $85 a month for download speeds of 150-170Mbps. (They advertise triple that) No adjustments on your bill for all the outages or for not delivering the speeds they advertise.
A class action lawsuit (sorry - I mean yet another class action lawsuit) against Spectrum wouldn’t surprise me at all.",1.0,US,11.13,2023-07-17T23:05:03,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LQ-UbWUXDsiuMiEF3qkfmqA,en,
ineed30charatarstowritethis,Issue with app,3rd time in a row trying to pay my bill and it's still not working at all. I do a lot of out of town work and this WAS supposed to make things easier. Not sure of the problem but if not fixed soon I'll be dropping charter.,Issue with app,3rd time in a row trying to pay my bill and it's still not working at all. I do a lot of out of town work and this WAS supposed to make things easier. Not sure of the problem but if not fixed soon I'll be dropping charter.,1.0,US,11.13,2023-07-17T19:01:59,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Ldza8v_l7G1EWeK2bxX5srw,en,
SusieQ*1050,Connection,"I keep getting No Signal in my bedroom. It’s a little 
aggravating at times,I can get into a movie or show and I loose connection",Connection,"I keep getting No Signal in my bedroom. It’s a little 
aggravating at times,I can get into a movie or show and I loose connection",3.0,US,11.13,2023-07-17T18:47:35,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L37Z3Ls6iFHxqOwMKJ7DCug,en,
Funutation,Good app,Great for interacting with the spectrum people,Good app,Great for interacting with the spectrum people,5.0,US,11.13,2023-07-17T18:43:10,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L5m5kZ1AE0xU_RRO0RMvxTw,en,
Alex98541,APP,"It Has All is tools but could be more upgraded for self upgrades & easier to maneuver!
Just saying.",APP,"It Has All is tools but could be more upgraded for self upgrades & easier to maneuver!
Just saying.",5.0,US,11.13,2023-07-17T18:05:22,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L8EyHGv8QHaUaNkdiRD76NQ,en,
IMJ247,Login Failures,Never allows me to log in whenever I need to pay my bill.,Login Failures,Never allows me to log in whenever I need to pay my bill.,2.0,US,11.13,2023-07-17T16:20:33,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LKl9xQG4lfnsKBXn96PM3sA,en,
The best battery app ever,App Won’t go past first screen,For some reason the app doesn’t go past the first screen. It just says “unable to complete service request”. I’ve tried everything including deleting and redownloading the app. Please fix this issue,App Won’t go past first screen,For some reason the app doesn’t go past the first screen. It just says “unable to complete service request”. I’ve tried everything including deleting and redownloading the app. Please fix this issue,1.0,US,11.13,2023-07-17T05:37:05,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LxsTagN1d9NqGK4NhnKOfXg,en,
Jebandpooky,TOO MANY SERVICE OUTAGES,"For the money they are charging, their internet service is poor at times. And you DO NOT get the claimed high speeds they are promising you. 
Customers should not have to reboot their equipment so many times in only one week.  Also they are having way too many outages as well. 
If there was a more reliable ISP provider I’d look else where for a better internet service.",TOO MANY SERVICE OUTAGES,"For the money they are charging, their internet service is poor at times. And you DO NOT get the claimed high speeds they are promising you. 
Customers should not have to reboot their equipment so many times in only one week.  Also they are having way too many outages as well. 
If there was a more reliable ISP provider I’d look else where for a better internet service.",2.0,US,11.13,2023-07-17T02:19:51,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L9kok2JNxS_ILdcN2NzH0rQ,en,
Karenm366,New customer,Will update review at later date as we haven’t had Spec for very long! We can say that everyone we have spoken to so far is much more helpful than Comcast ever was & they all speak English as a first language that’s a PLUS right from the start!!!! There are things we don’t like but are giving them a chance.  Good job Spectrum so far!,New customer,Will update review at later date as we haven’t had Spec for very long! We can say that everyone we have spoken to so far is much more helpful than Comcast ever was & they all speak English as a first language that’s a PLUS right from the start!!!! There are things we don’t like but are giving them a chance.  Good job Spectrum so far!,4.0,US,11.13,2023-07-16T21:00:56,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LkCrZr9ydNgFV3gMYbP7vtA,en,
los mejores 100%,Imposible,"En realidad con ustedes nunca se gana, en verdad no entiendo cómo puede ser posible que ustedes envíen promociones favoreciendo a los clientes y cuando uno llama para adquirir las promociones ustedes ponen excusas, en serio tengo el ser Isis por necesidad sino créanme que prescindiera de sus servicios",Imposible,"En realidad con ustedes nunca se gana, en verdad no entiendo cómo puede ser posible que ustedes envíen promociones favoreciendo a los clientes y cuando uno llama para adquirir las promociones ustedes ponen excusas, en serio tengo el ser Isis por necesidad sino créanme que prescindiera de sus servicios",2.0,US,11.13,2023-07-16T20:17:09,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L0CS02NRevC429mA9JQf-zQ,es,
GhoulSoulz23,WI-FI,W SPECTRUM,WI-FI,W SPECTRUM,5.0,US,11.13,2023-07-16T18:23:28,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LIyXdn4Mokb6GxeKXXFTN-g,pl;lb;zh_yue;de;en,
natejenswold,Necessary Evil,Spectrum is a tremendous pain that I would never choose unless absolutely necessary. Unfortunate that so many apartment buildings force you into it.,Necessary Evil,Spectrum is a tremendous pain that I would never choose unless absolutely necessary. Unfortunate that so many apartment buildings force you into it.,1.0,US,11.13,2023-07-16T18:22:31,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lq1PFJb9f9BJz0wviPZnoYg,en,
BEJAE❣️,Tech,HE DID AN AWESOME JOB AND WAS VERY KIND,Tech,HE DID AN AWESOME JOB AND WAS VERY KIND,5.0,US,11.13,2023-07-16T01:57:40,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LrWnCnV6zrRvg62wHZs1CBA,lb;de;zh_yue,gameplay
Dustin Diaz,Billing doesn’t work,"I had one use for this app, and it was to view my billing. The app has 5 tabs. The home tab is pointless marketing. The second is Billing, which is blank. The third is upgrade (don’t need that). The fourth is services - OK. And the fifth tab is support, despite having a chat icon on all tabs.",Billing doesn’t work,"I had one use for this app, and it was to view my billing. The app has 5 tabs. The home tab is pointless marketing. The second is Billing, which is blank. The third is upgrade (don’t need that). The fourth is services - OK. And the fifth tab is support, despite having a chat icon on all tabs.",1.0,US,11.13,2023-07-15T23:01:35,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LEP82och8Xr4l67d7tjX05A,en,
8duende05,Mal servicio,"Cada mes tienen muchos cortes de servicio, bajones constantes, definitivamente si tienes otra opción de internet en tu area escógela porque seguro es mejor que esta.",Mal servicio,"Cada mes tienen muchos cortes de servicio, bajones constantes, definitivamente si tienes otra opción de internet en tu area escógela porque seguro es mejor que esta.",1.0,US,11.13,2023-07-15T19:53:05,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LWr-P_XrAT2tfcmRyLmmCgg,es;gl;ca;pt,
Matt H Dawg,Amazing!,Amazing!,Amazing!,Amazing!,5.0,US,11.13,2023-07-15T19:38:25,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LHvfRZsxLtlLdtJNoUo0i5g,sw;nl;en;tl,
Sandra232,Mistakes,You could add a cancellation feature even after the payment has been made when people are in a hurry it is easy to make a mistake. Spectrum could make it a lot easier to fix this as all other bill pay sights have then calling the bank and spectrum only to get no where after that happened to me I quit using the app for awhile only reason I used it today is my granddaughter has my phone and I couldn’t call not sure about next payment we will see,Mistakes,You could add a cancellation feature even after the payment has been made when people are in a hurry it is easy to make a mistake. Spectrum could make it a lot easier to fix this as all other bill pay sights have then calling the bank and spectrum only to get no where after that happened to me I quit using the app for awhile only reason I used it today is my granddaughter has my phone and I couldn’t call not sure about next payment we will see,3.0,US,11.13,2023-07-15T16:22:31,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lr-Vaw0jdcJrNequ8V96dtA,en,
Sassy12213,Spectrum experience,The set-up instruction is easy to follow.,Spectrum experience,The set-up instruction is easy to follow.,5.0,US,11.13,2023-07-15T13:15:00,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LJICI0aOUVOMpcce7_R2lZg,en,
Mt Gilead Bible Reader,Functionality,I’m so pleased with the ease of use and simplicity of the Spectrum app. It is very helpful and appreciated.,Functionality,I’m so pleased with the ease of use and simplicity of the Spectrum app. It is very helpful and appreciated.,5.0,US,11.13,2023-07-15T11:45:08,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LpYF1gWMQ_kRjCYwxXYpfAQ,en,
Jameshjdjdjdjnzn,Nope,Still can’t sign in,Nope,Still can’t sign in,1.0,US,11.13,2023-07-15T11:01:32,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LuzzU8ktV0cPYe1A0JtMVXw,en;lmo;is;sv;lb,
Spacenut95,All the features,"You can manage Autopay, cancel scheduled payments, EVERYTHING!! Love this app.",All the features,"You can manage Autopay, cancel scheduled payments, EVERYTHING!! Love this app.",5.0,US,11.13,2023-07-15T05:38:42,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LmCue_Y5tm8Nm4Le7JYh4Ug,en;fr,gameplay;app_performance
Zoipi,Great,Great service,Great,Great service,5.0,US,11.13,2023-07-15T00:15:03,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LUvTUaQ17m9-_lX5X0vSF8A,en;la;ca;ro;fr,
Krystalnes,Fire TV,I can not download the spectrum app to my fire TV making my cable pointless,Fire TV,I can not download the spectrum app to my fire TV making my cable pointless,1.0,US,11.13,2023-07-14T22:45:50,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LxPDXqKpm7AGvJbb4g_FYOQ,en,gameplay;app_performance
ccins11,Careful,This app prompted me to change my settings on my phone and promised increased internet coverage if I did. All it does is cause my phone to constantly have error messages on the screen.,Careful,This app prompted me to change my settings on my phone and promised increased internet coverage if I did. All it does is cause my phone to constantly have error messages on the screen.,1.0,US,11.13,2023-07-14T21:33:59,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lrb2OugCkJLZ9qZ3JKxx0UA,en,gameplay;app_performance
Marios construction,Wife service,Very reliable service,Wife service,Very reliable service,5.0,US,11.13,2023-07-14T20:34:51,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L4MCkTyWTa8FaNvPpsmeVKQ,en;ca;es;fr,
915753,great,great appp so convenient,great,great appp so convenient,5.0,US,11.13,2023-07-14T18:21:17,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LlUxCHPNY8oVWNefzGCtP8A,en;fr;it;la;ro,
luiji007900,Ez,It’s quick and easy wile it’s working. And that’s like 95% of the time so it’s pretty useful to have.,Ez,It’s quick and easy wile it’s working. And that’s like 95% of the time so it’s pretty useful to have.,5.0,US,11.13,2023-07-14T18:00:21,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lkc4pAB1m-_rUdeIuo5tiug,en,gameplay
S.L.2000,Love this!!,"This is so much easier much better go straight to the app , not going to the website and the trama . thank you so much.",Love this!!,"This is so much easier much better go straight to the app , not going to the website and the trama . thank you so much.",5.0,US,11.13,2023-07-14T01:53:53,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LOlQZN4uc1H__Y-CktXIiZA,en,
lohla B,I love my service!,Easy to use and set up ! No issues!,I love my service!,Easy to use and set up ! No issues!,5.0,US,11.13,2023-07-13T17:35:34,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LL1EIi4VDgDYYTyE8JwgWbA,en;la,
mazhar1,Great company,There are many internet/cell fon companies but truly never get a very good experience like spectrum…such a great service i m enjoying,Great company,There are many internet/cell fon companies but truly never get a very good experience like spectrum…such a great service i m enjoying,5.0,US,11.13,2023-07-13T17:22:47,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LwP2Cp-5AfEfcbjKcJV4cwg,en,
HellHound68,Great service,"I have had an amazing experience with their service, they may have a long wait Time in store but with what you get from them it’s worth the long wait and having uninterrupted service always",Great service,"I have had an amazing experience with their service, they may have a long wait Time in store but with what you get from them it’s worth the long wait and having uninterrupted service always",5.0,US,11.13,2023-07-13T17:10:44,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LCjsbk2j9hBFBINyClTmvig,en,
Brad NYC W98,Brad,Kenny Lantigua is exemplary. Make him your manager immediately.,Brad,Kenny Lantigua is exemplary. Make him your manager immediately.,5.0,US,11.13,2023-07-13T16:59:20,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LYLiLD9nK-q09ALOyjm449A,en;br,
Paul1Paul2Paul3,Easy to navigate,Very easy to make payments and keep up with upcoming payments as well.,Easy to navigate,Very easy to make payments and keep up with upcoming payments as well.,5.0,US,11.13,2023-07-13T15:27:01,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LwNJ_fK9eteBJEhvW7UHjxg,en,
Bodyman909,Face ID is nice,Face ID is nice..,Face ID is nice,Face ID is nice..,4.0,US,11.13,2023-07-13T15:26:51,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LmSCxexjZSilBcp9wQL9LfQ,en;hr;ro;cs;la,
Bill pt546,Price increased,Why does my. Spectrum account keep increasing? It has increased $10.00 the past month. Please tell me why.,Price increased,Why does my. Spectrum account keep increasing? It has increased $10.00 the past month. Please tell me why.,1.0,US,11.13,2023-07-13T13:59:36,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LSMm8D3CA_ED0s6EbHxgIXw,en,
Dreacula,Password Wi-Fi,Can’t log into the app please fix or update please. Can’t even go on the website to change my Wi-Fi password,Password Wi-Fi,Can’t log into the app please fix or update please. Can’t even go on the website to change my Wi-Fi password,3.0,US,11.13,2023-07-13T05:03:57,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LDW4PkGfkfInUs1mvO0u3pw,en,
alexdark420,Basura,La peor basura el internet es una verdadera mierd*,Basura,La peor basura el internet es una verdadera mierd*,1.0,US,11.13,2023-07-13T04:14:48,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LS0mm0E_2moM_Eg59cqmjiQ,es;ca;oc;lmo;eo,
arp813,My choice channels,Where can if find the 25 channels i was allowed to choose i chose 5 when i signed on but cant find where to add my other 20,My choice channels,Where can if find the 25 channels i was allowed to choose i chose 5 when i signed on but cant find where to add my other 20,3.0,US,11.13,2023-07-13T02:07:24,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LRdAUVSeTzVle1dTi4KcC7g,en,
Mosley Jimmy,Horrible experience,"Got my service shut off because employees were making exceptions on my account they shouldn’t have been, called to talk to a supervisor and they hung up on me. Y’all really need to take customer service more serious.",Horrible experience,"Got my service shut off because employees were making exceptions on my account they shouldn’t have been, called to talk to a supervisor and they hung up on me. Y’all really need to take customer service more serious.",1.0,US,11.13,2023-07-13T01:40:19,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L0lKBfcd3W7mufEqtS8c9JQ,en,
Griffin Collins,Terrible support,Support on this app doesn’t let you talk to a real person. Just forces you to talk to a bot that isn’t useful at all.,Terrible support,Support on this app doesn’t let you talk to a real person. Just forces you to talk to a bot that isn’t useful at all.,1.0,US,11.13,2023-07-13T01:27:20,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LHCO9xYigfs-bpc6lASk30w,en,
Jobrantley1948,Customer service mobile phones,I texted the following previously but it was on a no reply line. It would be wrong for me not to acknowledge the patient and professional knowledge Andrew Clay provided me in the transfer of 2 mobile phones to spectrum. This is second time he has assisted me. Both times have been an excellent experience. Thank you Spectrum and Andrew Clay.Lamont Brantley,Customer service mobile phones,I texted the following previously but it was on a no reply line. It would be wrong for me not to acknowledge the patient and professional knowledge Andrew Clay provided me in the transfer of 2 mobile phones to spectrum. This is second time he has assisted me. Both times have been an excellent experience. Thank you Spectrum and Andrew Clay.Lamont Brantley,5.0,US,11.13,2023-07-13T01:24:02,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L-618XvmkkGJ46Whn2GZ1IA,en,
Unkchz,Can’t open the app,Loaded latest version and now the app won’t open. I deleted and reinstalled the app. Still no good.,Can’t open the app,Loaded latest version and now the app won’t open. I deleted and reinstalled the app. Still no good.,1.0,US,11.13,2023-07-12T22:34:36,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L5RD60jCjfam80vgwDiJH8Q,en,
CjcEich,Can’t Even Sign In on IPad,"Not sure what’s up with me signing in on my iPad. I can’t even get the curser to show up in the login box. This is on the app and when trying to login by using website. Must be some great update you thought would be necessary. That’s always what somebody thinks will be good, but NOT!!!!! I guess if the bill doesn’t get paid I’ll just find another better internet service!!!!!",Can’t Even Sign In on IPad,"Not sure what’s up with me signing in on my iPad. I can’t even get the curser to show up in the login box. This is on the app and when trying to login by using website. Must be some great update you thought would be necessary. That’s always what somebody thinks will be good, but NOT!!!!! I guess if the bill doesn’t get paid I’ll just find another better internet service!!!!!",1.0,US,11.13,2023-07-12T16:44:34,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LtXEM7M7v6Oe-jpWYUvgO6w,en,
Nyk Lee,Just asking for the basics to work,"Can’t pay bill if app is consistently not working and says try again every day… 
Upgraded internet and still get slow buffering… 
Just want a service that works… 
Please have developers fix app… 
Should not have to buy pods just to get internet to work smoothly…",Just asking for the basics to work,"Can’t pay bill if app is consistently not working and says try again every day… 
Upgraded internet and still get slow buffering… 
Just want a service that works… 
Please have developers fix app… 
Should not have to buy pods just to get internet to work smoothly…",2.0,US,11.12,2023-07-12T15:12:12,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LV4T9cE2AoPCPC2r4J6chhw,en,
ChristinaLaCroixxx,I love my spectrum app,Being able to pay with just a few clicks is the best!!!!! Having the app always available to see my bill or just see the day it’s due is awesome! 5star app!!!!!,I love my spectrum app,Being able to pay with just a few clicks is the best!!!!! Having the app always available to see my bill or just see the day it’s due is awesome! 5star app!!!!!,5.0,US,11.12,2023-07-12T15:05:03,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LPWOzDfXAfGzXPNjoo7T7FQ,en,
Hamrick_95,Service,Wi-Fi can be a little slow at times and seems like it’s not even working others.,Service,Wi-Fi can be a little slow at times and seems like it’s not even working others.,1.0,US,11.12,2023-07-12T12:13:41,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LETvBqk2kSmzyJqz7qhjO3A,en,
Old wood Jeff,Video recording,"I have been using DISH for tv access and show recording.  Their system is easier to use and allows for more recording and viewing options.  I’m not on their hopper system but one from maybe 20 years ago.  Recording, viewing and deleting is still easier and smoother than my spectrum system.",Video recording,"I have been using DISH for tv access and show recording.  Their system is easier to use and allows for more recording and viewing options.  I’m not on their hopper system but one from maybe 20 years ago.  Recording, viewing and deleting is still easier and smoother than my spectrum system.",4.0,US,11.12,2023-07-11T17:07:06,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lptyzs6c1bkYTfMuTXf7imw,en,
cathycolecc,Customer service,I like Spectrum until I need help! The stupid auto help goes round and round! How do you speak to a real person????????? So frustrating,Customer service,I like Spectrum until I need help! The stupid auto help goes round and round! How do you speak to a real person????????? So frustrating,5.0,US,11.12,2023-07-11T15:50:04,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LvDKew8vnOJkNEoaccLFw2A,en;la;af,
TC@UNC,Poor internet consistency,When I first became a Spectrum customer the internet worked great. After a couple of months it’s been hit or miss. I’ve experienced regular periods of outages and extremely slow response times. Starting to regret switching to Spectrum.,Poor internet consistency,When I first became a Spectrum customer the internet worked great. After a couple of months it’s been hit or miss. I’ve experienced regular periods of outages and extremely slow response times. Starting to regret switching to Spectrum.,3.0,US,11.12,2023-07-11T15:27:07,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lo-BKgz1ZYmVfvt2IWVSOQA,en,
0x45,No Longer Available for Business Customers,Biz customers no longer supported for some unknown reason. Infuriating and a great way to lose business.,No Longer Available for Business Customers,Biz customers no longer supported for some unknown reason. Infuriating and a great way to lose business.,1.0,US,11.12,2023-07-11T14:45:02,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L8g3w-emlXfsM3XyHZ7xaXw,en,
etmcdowell,Billing Tab is broken,The app doesn’t allow one to access the “Billing” option. It’ll flash a quick “One Moment Please” and goes to a blank white screen.,Billing Tab is broken,The app doesn’t allow one to access the “Billing” option. It’ll flash a quick “One Moment Please” and goes to a blank white screen.,2.0,US,11.12,2023-07-11T13:56:47,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LtrSma4Pm6M3wfsS7Kz2HvQ,en,
Counselor In Ohio,"App stopped working, won't open at all!","App doesn't open, won't work at all!","App stopped working, won't open at all!","App doesn't open, won't work at all!",1.0,US,11.12,2023-07-11T09:33:00,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LSxdrlnalb8iUN2zHFIZJ7w,en;nl;af;no;nn,
LSU14,Easy,Tk use and customer support is great,Easy,Tk use and customer support is great,5.0,US,11.12,2023-07-11T04:48:56,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LT_Va1krY_GFu1yLIKD0qIA,en,
werdirdo,Blah.,To often of outages!!! Terrible!,Blah.,To often of outages!!! Terrible!,3.0,US,11.12,2023-07-11T00:33:55,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LiUfmEzGkzja7GwczkquxeA,en;da;de;fr;jv,
jerdenson,Service,A lot of outages in this area I don’t know what is the problem every night between 12-3 I resive message of outage in my area even if is not raining so I hope this can be fixed soon,Service,A lot of outages in this area I don’t know what is the problem every night between 12-3 I resive message of outage in my area even if is not raining so I hope this can be fixed soon,3.0,US,11.12,2023-07-10T16:32:23,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LQK4MxgwO_33az4VC-bTlQA,en,
